brand,j_type,rating_no_clean,rating,review_no_clean,review_num,price_no_clean,price
Swarovski,Women's Rhodium Plated Crystal Pendant Necklace - 5300330  ,,,,,SAR 524.67,524.67
Swarovski,Luckily Evil Eye Rhodium-Plated Earrings 5377741  ,4.2 out of 5 stars,4.2,23,23,,
Swarovski,Necklace 5408434 Silver Woman Love  ,5.0 out of 5 stars,5,2,2,SAR 347.80,347.8
Swarovski,Crystal Lifelong Rose Gold-Tone Bracelet  ,4.7 out of 5 stars,4.7,62,62,SAR 567.85,567.85
Swarovski,"Stone Round Pendant, Blue, Rose Gold Plating  ",,,,,SAR 429.14,429.14
GUESS,Womens Pave Framed Heart Toggle Necklace with 4 G Logo Silver/Gold/Crystal One Size  ,4.1 out of 5 stars,4.1,14,14,SAR 88.60,88.6
Swarovski,"Women's Stainless Steel Crystal Collars Necklace, 23.82 cm - 5077499  ",,,,,"SAR 1,344.11",1344.11
Swarovski,"EarringS for Women, 5364807  ",5.0 out of 5 stars,5,2,2,SAR 408.72,408.72
Swarovski,"Ring for Women Size 52, 5366582  ",,,,,SAR 420.65,420.65
GUESS,Women's Necklace UBN84058  ,,,,,SAR 110.00,110
GUESS,Midnight Glam Ketting UBN84046 (50.00 cm)  ,5.0 out of 5 stars,5,1,1,SAR 343.93,343.93
Swarovski,Crystal White Letter C Rhodium Plated Pendant Necklace  ,,,,,SAR 334.67,334.67
Swarovski,"(white, crystal, onesize) - Angelic Square Earrings 5368146  ",4.6 out of 5 stars,4.6,14,14,SAR 241.26,241.26
Swarovski,Angelic Square Blue Earrings 5352048  ,4.5 out of 5 stars,4.5,27,27,,
Swarovski,Crystal Multi-Colored Hint Rose Gold-Plated Earrings  ,5.0 out of 5 stars,5,1,1,SAR 347.80,347.8
Swarovski,Women's White Rose-gold tone plated Hollow Pendant 5289495  ,4.5 out of 5 stars,4.5,25,25,,
Swarovski,Iconic Swan Bracelet Multi/Rose Gold/Black/Clear Crystal MD  ,5.0 out of 5 stars,5,24,24,SAR 395.35,395.35
Swarovski,Swan Lake Bracelet  ,,,,,SAR 568.03,568.03
Swarovski,"Necklace For Women, 5172560  ",4.9 out of 5 stars,4.9,21,21,SAR 433.87,433.87
GUESS,Women Jewelery Stainless Steel Core Collection - UBB83008-S  ,,,,,SAR 370.54,370.54
Swarovski,Generation Rhodium Plated Necklace & Earrings Set 5255523  ,4.4 out of 5 stars,4.4,12,12,,
Swarovski,Women's Necklace - 5252008  ,5.0 out of 5 stars,5,1,1,"SAR 1,036.38",1036.38
GUESS,womens Brass Ring  ,5.0 out of 5 stars,5,1,1,SAR 208.06,208.06
Swarovski,women's Rings 5 cm - 5264815  ,,,,,SAR 521.74,521.74
GUESS,Women Jewelery Stainless Steel Core Collection - UBN83105  ,,,,,SAR 370.15,370.15
GUESS,Silver Hoop Earrings  ,3.9 out of 5 stars,3.9,101,101,,
Swarovski,Generation Blue Rhodium Plated Pendant  ,,,,,SAR 308.67,308.67
Swarovski,"Ring for Women Size 58, 5295001  ",,,,,SAR 406.36,406.36
Swarovski,Globe Y Necklace - White - 5278359  ,,,,,SAR 546.38,546.38
Swarovski,Women Rhodium Plated Earring - 5279777  ,,,,,SAR 433.73,433.73
GUESS,Women Jewelery Stainless Steel Core Collection - UBR51420-54  ,3.0 out of 5 stars,3,1,1,SAR 173.70,173.7
Swarovski,"Jewelry Glowing Moon Necklace, Black  ",4.5 out of 5 stars,4.5,31,31,SAR 394.94,394.94
GUESS,Womens Figure 8 Choker and Pave Circle Necklace Set  ,4.2 out of 5 stars,4.2,9,9,SAR 85.15,85.15
Swarovski,Grey Emily Bracelet  ,5.0 out of 5 stars,5,1,1,SAR 692.80,692.8
GUESS,Womens Triple Wire Clutchless Hoop Earrings  ,4.1 out of 5 stars,4.1,74,74,SAR 74.31,74.31
Swarovski,Further Bangle - 5224975  ,,,,,SAR 616.14,616.14
Swarovski,Fine Bangle - 5230668  ,,,,,SAR 421.23,421.23
GUESS,Braided Silver Hoop Earrings  ,4.2 out of 5 stars,4.2,28,28,SAR 69.28,69.28
GUESS,Large Oval Glitter Hoop Earrings  ,4.3 out of 5 stars,4.3,"1,887",1887,SAR 83.08,83.08
GUESS,"Glitter and Stone Bypass Wrap Hematite Ring, Size 7  ",3.6 out of 5 stars,3.6,37,37,SAR 76.26,76.26
Swarovski,Women's Necklace - 5225831 (Silver/Purple)  ,5.0 out of 5 stars,5,1,1,SAR 615.19,615.19
Swarovski,Folio Pendant - 5225834  ,,,,,SAR 615.19,615.19
Swarovski,Women's Palladium Plated Metal Crystal Pendant Necklace 75 cm - 5222341  ,5.0 out of 5 stars,5,3,3,"SAR 1,247.79",1247.79
GUESS,"Basic Criss Cross with Stones Ring, Size 7  ",3.6 out of 5 stars,3.6,6,6,SAR 71.18,71.18
GUESS,Women Jewelery Stainless Steel Core Collection - UBN51404  ,,,,,SAR 193.05,193.05
Swarovski,Stardust Fuchsia Double Bracelet 5089833-M - Medium  ,5.0 out of 5 stars,5,2,2,SAR 178.99,178.99
Swarovski,Women's Necklace 5139554  ,5.0 out of 5 stars,5,2,2,SAR 387.77,387.77
Swarovski,"Cypress Ring, Rhodium Plated  ",,,,,SAR 462.85,462.85
Swarovski,Crystal Rose Gold-Plated Solitaire Earrings  ,,,,,SAR 246.32,246.32
Swarovski,5118813 Swarovski Cupid Rose Pendant  ,,,,,SAR 462.96,462.96
Swarovski,Case 5120620 Padlock Design Pendant w/ Clear Crystal Pave Necklace  ,4.8 out of 5 stars,4.8,14,14,SAR 244.22,244.22
Swarovski,Cadmia Heart Pendant - 5117701  ,,,,,SAR 462.90,462.9
GUESS,Twist Hoop Earrings  ,4.3 out of 5 stars,4.3,43,43,SAR 71.94,71.94
GUESS,Women Metal Bangle Silver and Black Glamazon - UBB81330  ,,,,,SAR 178.39,178.39
GUESS,Women Jewelery Stainless Steel Core Collection - UBN51437  ,,,,,SAR 288.48,288.48
Swarovski,Stardust Fuchsia Double Wrap Bracelet 5089833  ,4.6 out of 5 stars,4.6,26,26,SAR 157.88,157.88
Swarovski,Stardust Fuchsia Ladies Bracelet 5092091  ,4.5 out of 5 stars,4.5,46,46,SAR 124.19,124.19
GUESS,Ladies Necklace UBN51464  ,,,,,SAR 248.26,248.26
GUESS,Basic Large Endless Hoop Earrings  ,4.1 out of 5 stars,4.1,165,165,SAR 80.57,80.57
GUESS,"""Basic"" Look of 4 Band with Stones Ring, Size 7  ",3.3 out of 5 stars,3.3,3,3,SAR 73.22,73.22
Swarovski,Bound Necklace - 5080040  ,,,,,SAR 793.36,793.36
Swarovski,"Anello da donna Rare, parzialmente placcato oro con vetro bianco 5032899, lega metallica, 17, colore: Oro rosa, cod. 5032901  ",,,,,,
GUESS,Uptown Girl Women's Bracelet - UBB11486  ,5.0 out of 5 stars,5,1,1,SAR 356.20,356.2
Swarovski,"EarringS for Women, 976061  ",3.7 out of 5 stars,3.7,4,4,SAR 391.68,391.68
GUESS,7 Piece Textured Bangle Bracelet  ,4.2 out of 5 stars,4.2,16,16,SAR 84.73,84.73
Swarovski,5055515 Women's Astrid Silver Rhodium Plated Pendant  ,,,,,SAR 543.85,543.85
Swarovski,"SWAROVSKI Women's Stone Bangle Bracelet Collection, Rhodium Finish, Clear Crystals  ",4.4 out of 5 stars,4.4,33,33,SAR 559.36,559.36
GUESS,Women's Diamond Cut Hoop Earring  ,4.3 out of 5 stars,4.3,149,149,SAR 87.13,87.13
GUESS,"""Basic"" Curved Stick Front/Back Linear Drop Earrings  ",3.8 out of 5 stars,3.8,34,34,SAR 88.11,88.11
GUESS,Women's Woven Chain Know Lariat 32 Necklace inch  ,4.3 out of 5 stars,4.3,16,16,SAR 100.45,100.45
Swarovski,Women's White Rose-gold tone plated Stone Bangle 5032850  ,4.8 out of 5 stars,4.8,27,27,SAR 520.71,520.71
GUESS,"""Basic"" Silver Framed Heart Logo Pendant Necklace, 18"" + 2"" Extender, One Size, Metal, na,  ",4.5 out of 5 stars,4.5,28,28,SAR 89.91,89.91
GUESS,Womens Flat Chain Linear Earring  ,4.6 out of 5 stars,4.6,19,19,SAR 84.20,84.2
Swarovski,"Rare Ring, Rose Gold-Plated  ",5.0 out of 5 stars,5,2,2,SAR 218.12,218.12
GUESS,Persuede Me Women's Bracelet - UBB81319  ,4.5 out of 5 stars,4.5,2,2,SAR 242.95,242.95
GUESS,Womens Double Teardrop Wire Hoop Earring  ,3.1 out of 5 stars,3.1,15,15,SAR 69.46,69.46
GUESS,Womens Small Wide Hoop Earring  ,1.5 out of 5 stars,1.5,3,3,SAR 70.66,70.66
GUESS,Women's Stainless Steel Charm Bracelet  ,,,,,SAR 195.73,195.73
GUESS,Ladies Bracelet Pave Heart Collection UBB71218  ,,,,,SAR 222.33,222.33
GUESS,Women's Stainless Steel Rhodium-Plated White Fabric Tone Heart Zirconia Necklace  ,5.0 out of 5 stars,5,4,4,SAR 195.73,195.73
GUESS,Ladies Leather Wrap Bracelet With Ring Charm UBB71240  ,,,,,SAR 296.16,296.16
GUESS,Bracelet UBB11211  ,,,,,SAR 231.11,231.11
GUESS,Necklace UBN80804  ,,,,,SAR 219.40,219.4
GUESS,Jewelry Set in Stone UBN11307 Womens Pendant With crystals  ,4.8 out of 5 stars,4.8,9,9,SAR 304.73,304.73
GUESS,Women Wrap bracelet leather orange/pink UBB21309  ,4.8 out of 5 stars,4.8,3,3,SAR 148.61,148.61
Swarovski,"1121066 Women's Ring Metal with Swarovski Crystal, Size: N (Manufacturer size: 55)  ",2.8 out of 5 stars,2.8,4,4,,
GUESS,Basic Extra-Large Thin Hoop Earrings  ,4.4 out of 5 stars,4.4,43,43,SAR 73.74,73.74
GUESS,Stolen Hearts Women's Necklace - UBN71221  ,,,,,SAR 349.01,349.01
GUESS,Women's Bracelet UBB71244  ,5.0 out of 5 stars,5,1,1,SAR 197.42,197.42
GUESS,"Dangle Earrings for Women, Stainless Steel - UBE21202  ",5.0 out of 5 stars,5,2,2,SAR 102.72,102.72
GUESS,Women Jewelery Stainless Steel Core Collection - UBR41202-S  ,,,,,SAR 182.23,182.23
